Document Name,Document Title,Document Public Url
"The Export - Import Bank of IndiaAct, 1981 English.pdf","The Export - Import Bank of India Act, 1981",https://storage.googleapis.com/jugalbandi/generic_qa/cc5d8a62-8fa7-4baf-8b68-cc86d5265fa3/The%20Export%20-%20Import%20Bank%20of%20IndiaAct%2C%201981%20English.pdf
"The Extradition Act, 1962 English.pdf","The Extradition Act, 1962",https://storage.googleapis.com/jugalbandi/generic_qa/cc5d8a62-8fa7-4baf-8b68-cc86d5265fa3/The%20Extradition%20Act%2C%201962%20English.pdf
"The Factories Act, 1948 English.pdf","The Factories Act, 1948",https://storage.googleapis.com/jugalbandi/generic_qa/cc5d8a62-8fa7-4baf-8b68-cc86d5265fa3/The%20Factories%20Act%2C%201948%20English.pdf
"The Foreign Marriage Act, 1969 English.pdf","The Foreign Marriage Act, 1969",https://storage.googleapis.com/jugalbandi/generic_qa/cc5d8a62-8fa7-4baf-8b68-cc86d5265fa3/The%20Foreign%20Marriage%20Act%2C%201969%20English.pdf
"The Foreign Trade (Development and Regulation) Act, 1992 English.pdf","The Foreign Trade (Development and Regulation) Act, 1992",https://storage.googleapis.com/jugalbandi/generic_qa/cc5d8a62-8fa7-4baf-8b68-cc86d5265fa3/The%20Foreign%20Trade%20%28Development%20and%20Regulation%29%20Act%2C%201992%20English.pdf
"The Forest (Conservation) Act, 1980 English.pdf","The Forest (Conservation) Act, 1980",https://storage.googleapis.com/jugalbandi/generic_qa/cc5d8a62-8fa7-4baf-8b68-cc86d5265fa3/The%20Forest%20%28Conservation%29%20Act%2C%201980%20English.pdf
"The Government Securities Act, 2006 English.pdf","The Government Securities Act, 2006",https://storage.googleapis.com/jugalbandi/generic_qa/cc5d8a62-8fa7-4baf-8b68-cc86d5265fa3/The%20Government%20Securities%20Act%2C%202006%20English.pdf
The Grama Nyayalayagala Act 2008 Eng.pdf,"The Grama Nyayalayagala Act, 2008",https://storage.googleapis.com/jugalbandi/generic_qa/cc5d8a62-8fa7-4baf-8b68-cc86d5265fa3/The%20Grama%20Nyayalayagala%20Act%202008%20Eng.pdf
"The Haj Comittee Act, 2002 English.pdf","The Haj Committee Act, 2002",https://storage.googleapis.com/jugalbandi/generic_qa/cc5d8a62-8fa7-4baf-8b68-cc86d5265fa3/The%20Haj%20Comittee%20Act%2C%202002%20English.pdf
"The Hindu Marriage Act, 1955 English.pdf","The Hindu Marriage Act, 1955",https://storage.googleapis.com/jugalbandi/generic_qa/cc5d8a62-8fa7-4baf-8b68-cc86d5265fa3/The%20Hindu%20Marriage%20Act%2C%201955%20English.pdf
"The Hindu adoption and Maintenance Act, 1956 English.pdf","The Hindu adoption and Maintenance Act, 1956",https://storage.googleapis.com/jugalbandi/generic_qa/cc5d8a62-8fa7-4baf-8b68-cc86d5265fa3/The%20Hindu%20adoption%20and%20Maintenance%20Act%2C%201956%20English.pdf
"The Illegal Migrants (Determination by Tribunals) Act, 1983 English.pdf","The Illegal Migrants (Determination by Tribunals) Act, 1983",https://storage.googleapis.com/jugalbandi/generic_qa/cc5d8a62-8fa7-4baf-8b68-cc86d5265fa3/The%20Illegal%20Migrants%20%28Determination%20by%20Tribunals%29%20Act%2C%201983%20English.pdf
"The Immigration (Carriers Liability) Act, 2000 English.pdf","The Immigration (Carriers Liability) Act, 2000",https://storage.googleapis.com/jugalbandi/generic_qa/cc5d8a62-8fa7-4baf-8b68-cc86d5265fa3/The%20Immigration%20%28Carriers%20Liability%29%20Act%2C%202000%20English.pdf
"The Immoral Traffic (Prevention) Act, 1956 (104 of 1956) English.pdf","The Immoral Traffic (Prevention) Act, 1956",https://storage.googleapis.com/jugalbandi/generic_qa/cc5d8a62-8fa7-4baf-8b68-cc86d5265fa3/The%20Immoral%20Traffic%20%28Prevention%29%20Act%2C%201956%20%28104%20of%201956%29%20English.pdf
"The Indian Council of World affairs Act, 2001 English.pdf","The Indian Council of World affairs Act, 2001",https://storage.googleapis.com/jugalbandi/generic_qa/cc5d8a62-8fa7-4baf-8b68-cc86d5265fa3/The%20Indian%20Council%20of%20World%20affairs%20Act%2C%202001%20English.pdf
The Indian Evidence Act Full Book Final English.pdf,"The Indian Evidence Act, 1872",https://storage.googleapis.com/jugalbandi/generic_qa/cc5d8a62-8fa7-4baf-8b68-cc86d5265fa3/The%20Indian%20Evidence%20Act%20Full%20Book%20Final%20English.pdf
"The Indian Forest Act, 1927 English.pdf","The Indian Forest Act, 1927",https://storage.googleapis.com/jugalbandi/generic_qa/cc5d8a62-8fa7-4baf-8b68-cc86d5265fa3/The%20Indian%20Forest%20Act%2C%201927%20English.pdf
"The Indian Partnership Act, 1932 English.pdf","The Indian Partnership Act, 1932",https://storage.googleapis.com/jugalbandi/generic_qa/cc5d8a62-8fa7-4baf-8b68-cc86d5265fa3/The%20Indian%20Partnership%20Act%2C%201932%20English.pdf
"The Indian Securities Act, 1920 Eng.pdf","The Indian Securities Act, 1920",https://storage.googleapis.com/jugalbandi/generic_qa/cc5d8a62-8fa7-4baf-8b68-cc86d5265fa3/The%20Indian%20Securities%20Act%2C%201920%20Eng.pdf
"The Indian Stamp Act, 1899 English.pdf","The Indian Stamp Act, 1899",https://storage.googleapis.com/jugalbandi/generic_qa/cc5d8a62-8fa7-4baf-8b68-cc86d5265fa3/The%20Indian%20Stamp%20Act%2C%201899%20English.pdf
"The Indian Succession Act, 1925 English.pdf","The Indian Succession Act, 1925",https://storage.googleapis.com/jugalbandi/generic_qa/cc5d8a62-8fa7-4baf-8b68-cc86d5265fa3/The%20Indian%20Succession%20Act%2C%201925%20English.pdf
"The Indian Treasure-trove Act, 1878 English.pdf","The Indian Treasure-trove Act, 1878",https://storage.googleapis.com/jugalbandi/generic_qa/cc5d8a62-8fa7-4baf-8b68-cc86d5265fa3/The%20Indian%20Treasure-trove%20Act%2C%201878%20English.pdf
"The Indian Veterinary Council Act, 1984 English.pdf","The Indian Veterinary Council Act, 1984",https://storage.googleapis.com/jugalbandi/generic_qa/cc5d8a62-8fa7-4baf-8b68-cc86d5265fa3/The%20Indian%20Veterinary%20Council%20Act%2C%201984%20English.pdf
"The Industrial Development Bank ofIndiaAct, 1964 Eng.pdf","The Industrial Development Bank of India Act, 1964",https://storage.googleapis.com/jugalbandi/generic_qa/cc5d8a62-8fa7-4baf-8b68-cc86d5265fa3/The%20Industrial%20Development%20Bank%20ofIndiaAct%2C%201964%20Eng.pdf
"The Industrial Disputs Act, 1947 English.pdf","The Industrial Disputes Act, 1947",https://storage.googleapis.com/jugalbandi/generic_qa/cc5d8a62-8fa7-4baf-8b68-cc86d5265fa3/The%20Industrial%20Disputs%20Act%2C%201947%20English.pdf
"The Information Technology Act, 2000 English.pdf","The Information Technology Act, 2000",https://storage.googleapis.com/jugalbandi/generic_qa/cc5d8a62-8fa7-4baf-8b68-cc86d5265fa3/The%20Information%20Technology%20Act%2C%202000%20English.pdf
"The Inland Vessels Act, 1917 Eng.pdf","The Inland Vessels Act, 1917",https://storage.googleapis.com/jugalbandi/generic_qa/cc5d8a62-8fa7-4baf-8b68-cc86d5265fa3/The%20Inland%20Vessels%20Act%2C%201917%20Eng.pdf
"The Inland Waterways Authority of India Act, 1985 English.pdf","The Inland Waterways Authority of India Act, 1985",https://storage.googleapis.com/jugalbandi/generic_qa/cc5d8a62-8fa7-4baf-8b68-cc86d5265fa3/The%20Inland%20Waterways%20Authority%20of%20India%20Act%2C%201985%20English.pdf
"The Insurance Regulatory and Development Authority Act, 1999 English.pdf","The Insurance Regulatory and Development Authority Act, 1999",https://storage.googleapis.com/jugalbandi/generic_qa/cc5d8a62-8fa7-4baf-8b68-cc86d5265fa3/The%20Insurance%20Regulatory%20and%20Development%20Authority%20Act%2C%201999%20English.pdf
The Inter-state Migrant Workmen (Regulation of Employment and Cond English.pdf,"The Inter-state Migrant Workmen (Regulation of Employment and Conditions of Service) Act, 1979",https://storage.googleapis.com/jugalbandi/generic_qa/cc5d8a62-8fa7-4baf-8b68-cc86d5265fa3/The%20Inter-state%20Migrant%20Workmen%20%28Regulation%20of%20Employment%20and%20Cond%20English.pdf
"The Jute Manufactures Cess Act, 1983 (28 of 1983) English.pdf","The Jute Manufactures Cess Act, 1983",https://storage.googleapis.com/jugalbandi/generic_qa/cc5d8a62-8fa7-4baf-8b68-cc86d5265fa3/The%20Jute%20Manufactures%20Cess%20Act%2C%201983%20%2828%20of%201983%29%20English.pdf
The Juvenile Justice (Care and protection of children) Act 2000 Eng.pdf,"The Juvenile Justice (Care and protection of children) Act, 2000",https://storage.googleapis.com/jugalbandi/generic_qa/cc5d8a62-8fa7-4baf-8b68-cc86d5265fa3/The%20Juvenile%20Justice%20%28Care%20and%20protection%20of%20children%29%20Act%202000%20Eng.pdf
"The Lalit Kala Academi (Taking over of Management) Act, 1997 Eng.pdf","The Lalit Kala Acadami (Taking over of Management) Act, 1997",https://storage.googleapis.com/jugalbandi/generic_qa/cc5d8a62-8fa7-4baf-8b68-cc86d5265fa3/The%20Lalit%20Kala%20Academi%20%28Taking%20over%20of%20Management%29%20Act%2C%201997%20Eng.pdf
"The Leaders and Chief Whips of Recognised Parties and Groups in Parliament (Facilities) Act, 1998 English.pdf","The Leaders and Chief Whips of Recognised Parties and Groups in Parliament (Facilities) Act, 1998",https://storage.googleapis.com/jugalbandi/generic_qa/cc5d8a62-8fa7-4baf-8b68-cc86d5265fa3/The%20Leaders%20and%20Chief%20Whips%20of%20Recognised%20Parties%20and%20Groups%20in%20Parliament%20%28Facilities%29%20Act%2C%201998%20English.pdf
"The Live-stock Importation Act, 1898 English.pdf","The Live-stock Importation Act, 1898",https://storage.googleapis.com/jugalbandi/generic_qa/cc5d8a62-8fa7-4baf-8b68-cc86d5265fa3/The%20Live-stock%20Importation%20Act%2C%201898%20English.pdf
"The Lotteries (Regulation) Act, 1998 English.pdf","The Lotteries (Regulation) Act, 1998",https://storage.googleapis.com/jugalbandi/generic_qa/cc5d8a62-8fa7-4baf-8b68-cc86d5265fa3/The%20Lotteries%20%28Regulation%29%20Act%2C%201998%20English.pdf
The Mahatma Gandhi Rural employment guarantee Act 2005 English.pdf,"The Mahatma Gandhi Rural employment guarantee Act, 2005",https://storage.googleapis.com/jugalbandi/generic_qa/cc5d8a62-8fa7-4baf-8b68-cc86d5265fa3/The%20Mahatma%20Gandhi%20Rural%20employment%20guarantee%20Act%202005%20English.pdf
"The Maintenance of Welfare of Parents and Senior Citizens Act, 2007 English.pdf","The Maintenance of Welfare of Parents and Senior Citizens Act, 2007",https://storage.googleapis.com/jugalbandi/generic_qa/cc5d8a62-8fa7-4baf-8b68-cc86d5265fa3/The%20Maintenance%20of%20Welfare%20of%20Parents%20and%20Senior%20Citizens%20Act%2C%202007%20English.pdf
"The Mental Health Act, 1987 Eng.pdf","The Mental Health Act, 1987",https://storage.googleapis.com/jugalbandi/generic_qa/cc5d8a62-8fa7-4baf-8b68-cc86d5265fa3/The%20Mental%20Health%20Act%2C%201987%20Eng.pdf
"The Motor Vehicles Act, 1988 English.pdf","The Motor Vehicles Act, 1988",https://storage.googleapis.com/jugalbandi/generic_qa/cc5d8a62-8fa7-4baf-8b68-cc86d5265fa3/The%20Motor%20Vehicles%20Act%2C%201988%20English.pdf
"The Multi-State Co-Operative Societies Act, 2002 English.pdf","The Multi-State Co-Operative Societies Act, 2002",https://storage.googleapis.com/jugalbandi/generic_qa/cc5d8a62-8fa7-4baf-8b68-cc86d5265fa3/The%20Multi-State%20Co-Operative%20Societies%20Act%2C%202002%20English.pdf
"The Muslim Women (Protection of Rights on Divorce) Act, 1986 English.pdf","The Muslim Women (Protection of Rights on Divorce) Act, 1986",https://storage.googleapis.com/jugalbandi/generic_qa/cc5d8a62-8fa7-4baf-8b68-cc86d5265fa3/The%20Muslim%20Women%20%28Protection%20of%20Rights%20on%20Divorce%29%20Act%2C%201986%20English.pdf
"The Muslim Women (Protection of Rights on Marriage) Act, 2019 English.pdf","The Muslim Women (Protection of Rights on Marriage) Act, 2019",https://storage.googleapis.com/jugalbandi/generic_qa/cc5d8a62-8fa7-4baf-8b68-cc86d5265fa3/The%20Muslim%20Women%20%28Protection%20of%20Rights%20on%20Marriage%29%20Act%2C%202019%20English.pdf
"The National Airports Authority Act, 1985 Eng.pdf","The National Airports Authority Act, 1985",https://storage.googleapis.com/jugalbandi/generic_qa/cc5d8a62-8fa7-4baf-8b68-cc86d5265fa3/The%20National%20Airports%20Authority%20Act%2C%201985%20Eng.pdf
"The National Bank For Agriculture And Rural Development Act, 1981 English.pdf","The National Bank For Agriculture And Rural Development Act, 1981",https://storage.googleapis.com/jugalbandi/generic_qa/cc5d8a62-8fa7-4baf-8b68-cc86d5265fa3/The%20National%20Bank%20For%20Agriculture%20And%20Rural%20Development%20Act%2C%201981%20English.pdf
"The National Cadet Corps Act, 1948 English.pdf","The National Cadet Corps Act, 1948",https://storage.googleapis.com/jugalbandi/generic_qa/cc5d8a62-8fa7-4baf-8b68-cc86d5265fa3/The%20National%20Cadet%20Corps%20Act%2C%201948%20English.pdf
"The National Commission For Women Act, 1990 English.pdf","The National Commission For Women Act, 1990",https://storage.googleapis.com/jugalbandi/generic_qa/cc5d8a62-8fa7-4baf-8b68-cc86d5265fa3/The%20National%20Commission%20For%20Women%20Act%2C%201990%20English.pdf
"The National Commission for Backward Classes Act, 1993 Eng.pdf","The National Commission for Backward Classes Act, 1993",https://storage.googleapis.com/jugalbandi/generic_qa/cc5d8a62-8fa7-4baf-8b68-cc86d5265fa3/The%20National%20Commission%20for%20Backward%20Classes%20Act%2C%201993%20Eng.pdf
"The National Commission for Minorities Act, 1992 English.pdf","The National Commission for Minorities Act, 1992",https://storage.googleapis.com/jugalbandi/generic_qa/cc5d8a62-8fa7-4baf-8b68-cc86d5265fa3/The%20National%20Commission%20for%20Minorities%20Act%2C%201992%20English.pdf
"The National Commission for Safai Karmacharis Act, 1993 English.pdf","The National Commission for Safai Karmacharis Act, 1993",https://storage.googleapis.com/jugalbandi/generic_qa/cc5d8a62-8fa7-4baf-8b68-cc86d5265fa3/The%20National%20Commission%20for%20Safai%20Karmacharis%20Act%2C%201993%20English.pdf
"The National Dairy Development Board Act, 1987 English.pdf","The National Dairy Development Board Act, 1987",https://storage.googleapis.com/jugalbandi/generic_qa/cc5d8a62-8fa7-4baf-8b68-cc86d5265fa3/The%20National%20Dairy%20Development%20Board%20Act%2C%201987%20English.pdf
"The National Environment Appellate Authority Act, 1997 Eng.pdf","The National Environment Appellate Authority Act, 1997",https://storage.googleapis.com/jugalbandi/generic_qa/cc5d8a62-8fa7-4baf-8b68-cc86d5265fa3/The%20National%20Environment%20Appellate%20Authority%20Act%2C%201997%20Eng.pdf
"The National Food Security Act, 2013 English.pdf","The National Food Security Act, 2013",https://storage.googleapis.com/jugalbandi/generic_qa/cc5d8a62-8fa7-4baf-8b68-cc86d5265fa3/The%20National%20Food%20Security%20Act%2C%202013%20English.pdf
"The National Housing Bank Act, 1987 English.pdf","The National Housing Bank Act, 1987",https://storage.googleapis.com/jugalbandi/generic_qa/cc5d8a62-8fa7-4baf-8b68-cc86d5265fa3/The%20National%20Housing%20Bank%20Act%2C%201987%20English.pdf
"The National Institute of Pharmaceutical Education and Research Act, 1998 English.pdf","The National Institute of Pharmaceutical Education and Research Act, 1998",https://storage.googleapis.com/jugalbandi/generic_qa/cc5d8a62-8fa7-4baf-8b68-cc86d5265fa3/The%20National%20Institute%20of%20Pharmaceutical%20Education%20and%20Research%20Act%2C%201998%20English.pdf
"The National Investigation Act, 2008 English.pdf","The National Investigation Act, 2008",https://storage.googleapis.com/jugalbandi/generic_qa/cc5d8a62-8fa7-4baf-8b68-cc86d5265fa3/The%20National%20Investigation%20Act%2C%202008%20English.pdf
"The National Security Act, 1980 English.pdf","The National Security Act, 1980",https://storage.googleapis.com/jugalbandi/generic_qa/cc5d8a62-8fa7-4baf-8b68-cc86d5265fa3/The%20National%20Security%20Act%2C%201980%20English.pdf
The National Security Guard Act 1986 English.pdf,"The National Security Guard Act, 1986",https://storage.googleapis.com/jugalbandi/generic_qa/cc5d8a62-8fa7-4baf-8b68-cc86d5265fa3/The%20National%20Security%20Guard%20Act%201986%20English.pdf
"The National Trust for Welfare of Persons with Autism, Cerebralpalsy, Mental English.pdf","The National Trust for Welfare of Persons with Autism, Cerebral palsy, Mental Retardation and Multiple Disabilities Act, 1999",https://storage.googleapis.com/jugalbandi/generic_qa/cc5d8a62-8fa7-4baf-8b68-cc86d5265fa3/The%20National%20Trust%20for%20Welfare%20of%20Persons%20with%20Autism%2C%20Cerebralpalsy%2C%20Mental%20English.pdf
"The Official Trustees Act, 1913 English.pdf","The Official Trustees Act, 1913",https://storage.googleapis.com/jugalbandi/generic_qa/cc5d8a62-8fa7-4baf-8b68-cc86d5265fa3/The%20Official%20Trustees%20Act%2C%201913%20English.pdf
"The Parsi Marriage and Divorce Act, 1936 English.pdf","The Parsi Marriage and Divorce Act, 1936",https://storage.googleapis.com/jugalbandi/generic_qa/cc5d8a62-8fa7-4baf-8b68-cc86d5265fa3/The%20Parsi%20Marriage%20and%20Divorce%20Act%2C%201936%20English.pdf
The Passports Act 1967 English.pdf,"The Passports Act, 1967",https://storage.googleapis.com/jugalbandi/generic_qa/cc5d8a62-8fa7-4baf-8b68-cc86d5265fa3/The%20Passports%20Act%201967%20English.pdf
"The Payment of Bonus Act, 1965 English.pdf","The Payment of Bonus Act, 1965",https://storage.googleapis.com/jugalbandi/generic_qa/cc5d8a62-8fa7-4baf-8b68-cc86d5265fa3/The%20Payment%20of%20Bonus%20Act%2C%201965%20English.pdf
"The Persons with Disabilities (Equal Opportunities, Protection of Rights and Full Participation) Act, 1995 Eng.pdf","The Persons with Disabilities (Equal Opportunities, Protection of Rights and Full Participation) Act, 1995",https://storage.googleapis.com/jugalbandi/generic_qa/cc5d8a62-8fa7-4baf-8b68-cc86d5265fa3/The%20Persons%20with%20Disabilities%20%28Equal%20Opportunities%2C%20Protection%20of%20Rights%20and%20Full%20Participation%29%20Act%2C%201995%20Eng.pdf
"The Petroleum Act, 1934 English.pdf","The Petroleum Act, 1934",https://storage.googleapis.com/jugalbandi/generic_qa/cc5d8a62-8fa7-4baf-8b68-cc86d5265fa3/The%20Petroleum%20Act%2C%201934%20English.pdf
"The Petroleum and Natural Gas regulatory board act, 2006 English.pdf","The Petroleum and Natural Gas regulatory board Act, 2006",https://storage.googleapis.com/jugalbandi/generic_qa/cc5d8a62-8fa7-4baf-8b68-cc86d5265fa3/The%20Petroleum%20and%20Natural%20Gas%20regulatory%20board%20act%2C%202006%20English.pdf
"The Pharmacy Act, 1948 English.pdf","The Pharmacy Act, 1948",https://storage.googleapis.com/jugalbandi/generic_qa/cc5d8a62-8fa7-4baf-8b68-cc86d5265fa3/The%20Pharmacy%20Act%2C%201948%20English.pdf
"The Places of Worship (Special Provisions) Act, 1991 English.pdf","The Places of Worship (Special Provisions) Act, 1991",https://storage.googleapis.com/jugalbandi/generic_qa/cc5d8a62-8fa7-4baf-8b68-cc86d5265fa3/The%20Places%20of%20Worship%20%28Special%20Provisions%29%20Act%2C%201991%20English.pdf
"The Powers of Attorney Act, 1882 English.pdf","The Powers of Attorney Act, 1882",https://storage.googleapis.com/jugalbandi/generic_qa/cc5d8a62-8fa7-4baf-8b68-cc86d5265fa3/The%20Powers%20of%20Attorney%20Act%2C%201882%20English.pdf
The Prasar Bharati (broadcasting corporation of India) Act 1990 English.pdf,"The Prasar Bharati (broadcasting corporation of India) Act, 1990",https://storage.googleapis.com/jugalbandi/generic_qa/cc5d8a62-8fa7-4baf-8b68-cc86d5265fa3/The%20Prasar%20Bharati%20%28broadcasting%20corporation%20of%20India%29%20Act%201990%20English.pdf
The Pre-conception of pre-natal diagnostic techniques (prohibition of sex selection) Act 1994 English.pdf,"The Pre-conception of pre-natal diagnostic techniques (prohibition of sex selection) Act, 1994",https://storage.googleapis.com/jugalbandi/generic_qa/cc5d8a62-8fa7-4baf-8b68-cc86d5265fa3/The%20Pre-conception%20of%20pre-natal%20diagnostic%20techniques%20%28prohibition%20of%20sex%20selection%29%20Act%201994%20English.pdf
"The Press Council Act, 1978 English.pdf","The Press Council Act, 1978",https://storage.googleapis.com/jugalbandi/generic_qa/cc5d8a62-8fa7-4baf-8b68-cc86d5265fa3/The%20Press%20Council%20Act%2C%201978%20English.pdf
"The Prevention of Corruption Act, 1988 English.pdf","The Prevention of Corruption Act, 1988",https://storage.googleapis.com/jugalbandi/generic_qa/cc5d8a62-8fa7-4baf-8b68-cc86d5265fa3/The%20Prevention%20of%20Corruption%20Act%2C%201988%20English.pdf
"The Prevention of Damage to Public Property Act, 1984 English.pdf","The Prevention of Damage to Public Property Act, 1984",https://storage.googleapis.com/jugalbandi/generic_qa/cc5d8a62-8fa7-4baf-8b68-cc86d5265fa3/The%20Prevention%20of%20Damage%20to%20Public%20Property%20Act%2C%201984%20English.pdf
"The Private Security Agencies (Regulation) Act, 2005 English.pdf","The Private Security Agencies (Regulation) Act, 2005",https://storage.googleapis.com/jugalbandi/generic_qa/cc5d8a62-8fa7-4baf-8b68-cc86d5265fa3/The%20Private%20Security%20Agencies%20%28Regulation%29%20Act%2C%202005%20English.pdf
"The Prohibition of Child Marriage Act, 2006 English.pdf","The Prohibition of Child Marriage Act, 2006",https://storage.googleapis.com/jugalbandi/generic_qa/cc5d8a62-8fa7-4baf-8b68-cc86d5265fa3/The%20Prohibition%20of%20Child%20Marriage%20Act%2C%202006%20English.pdf
"The Prohibition of Employment as Manual Scavengers and their Rehabilitation Act, 2013 English.pdf","The Prohibition of Employment as Manual Scavengers and their Rehabilitation Act, 2013",https://storage.googleapis.com/jugalbandi/generic_qa/cc5d8a62-8fa7-4baf-8b68-cc86d5265fa3/The%20Prohibition%20of%20Employment%20as%20Manual%20Scavengers%20and%20their%20Rehabilitation%20Act%2C%202013%20English.pdf
"The Protection of Children from Sexual offences Act, 2012 English.pdf","The Protection of Children from Sexual offences Act, 2012",https://storage.googleapis.com/jugalbandi/generic_qa/cc5d8a62-8fa7-4baf-8b68-cc86d5265fa3/The%20Protection%20of%20Children%20from%20Sexual%20offences%20Act%2C%202012%20English.pdf
"The Protection of Human Rights Act, 1993 English.pdf","The Protection of Human Rights Act, 1993",https://storage.googleapis.com/jugalbandi/generic_qa/cc5d8a62-8fa7-4baf-8b68-cc86d5265fa3/The%20Protection%20of%20Human%20Rights%20Act%2C%201993%20English.pdf
"The Protection of Women From Domestic Violence Act, 2005 English.pdf","The Protection of Women From Domestic Violence Act, 2005",https://storage.googleapis.com/jugalbandi/generic_qa/cc5d8a62-8fa7-4baf-8b68-cc86d5265fa3/The%20Protection%20of%20Women%20From%20Domestic%20Violence%20Act%2C%202005%20English.pdf
"The Provisions of the Panchayats (Extension to the Scheduled Areas) Act, 1996 English.pdf","The Provisions of the Panchayats (Extension to the Scheduled Areas) Act, 1996",https://storage.googleapis.com/jugalbandi/generic_qa/cc5d8a62-8fa7-4baf-8b68-cc86d5265fa3/The%20Provisions%20of%20the%20Panchayats%20%28Extension%20to%20the%20Scheduled%20Areas%29%20Act%2C%201996%20English.pdf
"The Public Debt Act, 1944 English.pdf","The Public Debt Act, 1944",https://storage.googleapis.com/jugalbandi/generic_qa/cc5d8a62-8fa7-4baf-8b68-cc86d5265fa3/The%20Public%20Debt%20Act%2C%201944%20English.pdf
"The Public Liability Insurance Act, 1991 English.pdf","The Public Liability Insurance Act, 1991",https://storage.googleapis.com/jugalbandi/generic_qa/cc5d8a62-8fa7-4baf-8b68-cc86d5265fa3/The%20Public%20Liability%20Insurance%20Act%2C%201991%20English.pdf
"The Public Premises (Eviction of Unauthorised Occupants) Act, 1971 English.pdf","The Public Premises (Eviction of Unauthorised Occupants) Act, 1971",https://storage.googleapis.com/jugalbandi/generic_qa/cc5d8a62-8fa7-4baf-8b68-cc86d5265fa3/The%20Public%20Premises%20%28Eviction%20of%20Unauthorised%20Occupants%29%20Act%2C%201971%20English.pdf
"The Public Sector Iron and Steel Companies (Restructuring) and Miscellaneous Provisions Act, 1978 English.pdf","The Public Sector Iron and Steel Companies (Restructuring) and Miscellaneous Provisions Act, 1978",https://storage.googleapis.com/jugalbandi/generic_qa/cc5d8a62-8fa7-4baf-8b68-cc86d5265fa3/The%20Public%20Sector%20Iron%20and%20Steel%20Companies%20%28Restructuring%29%20and%20Miscellaneous%20Provisions%20Act%2C%201978%20English.pdf
"The Railway Claims Tribunal Act, 1987 English.pdf","The Railway Claims Tribunal Act, 1987",https://storage.googleapis.com/jugalbandi/generic_qa/cc5d8a62-8fa7-4baf-8b68-cc86d5265fa3/The%20Railway%20Claims%20Tribunal%20Act%2C%201987%20English.pdf
"The Regional Rural Banks Act, 1976 English.pdf","The Regional Rural Banks Act, 1976",https://storage.googleapis.com/jugalbandi/generic_qa/cc5d8a62-8fa7-4baf-8b68-cc86d5265fa3/The%20Regional%20Rural%20Banks%20Act%2C%201976%20English.pdf
"The Registration of Foreigners Act, 1939 English.pdf","The Registration of Foreigners Act, 1939",https://storage.googleapis.com/jugalbandi/generic_qa/cc5d8a62-8fa7-4baf-8b68-cc86d5265fa3/The%20Registration%20of%20Foreigners%20Act%2C%201939%20English.pdf
"The Rehabilitation Council of India Act, 1992 English.pdf","The Rehabilitation Council of India Act, 1992",https://storage.googleapis.com/jugalbandi/generic_qa/cc5d8a62-8fa7-4baf-8b68-cc86d5265fa3/The%20Rehabilitation%20Council%20of%20India%20Act%2C%201992%20English.pdf
"The Religious Institutions (Prevention of Misuse) Act, 1988 English.pdf","The Religious Institutions (Prevention of Misuse) Act, 1988",https://storage.googleapis.com/jugalbandi/generic_qa/cc5d8a62-8fa7-4baf-8b68-cc86d5265fa3/The%20Religious%20Institutions%20%28Prevention%20of%20Misuse%29%20Act%2C%201988%20English.pdf
The Remittances of Foreign Exchange and Investment in Foreign Exchange Bonds English.pdf,"The Remittances of Foreign Exchange and Investment in Foreign Exchange Bonds (Immunities and Exemptions) Act, 1991",https://storage.googleapis.com/jugalbandi/generic_qa/cc5d8a62-8fa7-4baf-8b68-cc86d5265fa3/The%20Remittances%20of%20Foreign%20Exchange%20and%20Investment%20in%20Foreign%20Exchange%20Bonds%20English.pdf
"The Representation of the People Act, 1951 English.pdf","The Representation of the People Act, 1951",https://storage.googleapis.com/jugalbandi/generic_qa/cc5d8a62-8fa7-4baf-8b68-cc86d5265fa3/The%20Representation%20of%20the%20People%20Act%2C%201951%20English.pdf
"The Requisitioning and Acquisition of Immovable Property Act, 1952 English.pdf","The Requisitioning and Acquisition of Immovable Property Act, 1952",https://storage.googleapis.com/jugalbandi/generic_qa/cc5d8a62-8fa7-4baf-8b68-cc86d5265fa3/The%20Requisitioning%20and%20Acquisition%20of%20Immovable%20Property%20Act%2C%201952%20English.pdf
"The Research and Development Cess Act, 1986 Eng.pdf","The Research and Development Cess Act, 1986",https://storage.googleapis.com/jugalbandi/generic_qa/cc5d8a62-8fa7-4baf-8b68-cc86d5265fa3/The%20Research%20and%20Development%20Cess%20Act%2C%201986%20Eng.pdf
"The Reserve Bank of India Act, 1934 English.pdf","The Reserve Bank of India Act, 1934",https://storage.googleapis.com/jugalbandi/generic_qa/cc5d8a62-8fa7-4baf-8b68-cc86d5265fa3/The%20Reserve%20Bank%20of%20India%20Act%2C%201934%20English.pdf
"The Right of Children to Free and Compulsory Education Act, 2009 English.pdf","The Right of Children to Free and Compulsory Education Act, 2009",https://storage.googleapis.com/jugalbandi/generic_qa/cc5d8a62-8fa7-4baf-8b68-cc86d5265fa3/The%20Right%20of%20Children%20to%20Free%20and%20Compulsory%20Education%20Act%2C%202009%20English.pdf
